id,ORF,pathway
integer,varchar,varchar
primary key,foreign key,
3022,YNL172W,sce04113
3023,YDL078C,sce01200
3024,YNCP0004C,sce00970
3025,YPL117C,sce01110
3026,YNCI0011W,sce00970
3027,YDR457W,sce04120
3028,YDL085W,sce00190
3029,YBL080C,sce00970
3030,YDL190C,sce04141
3031,YLR109W,sce04122
3032,YDR020C,sce00240
3033,YLR017W,sce00270
3034,YPR024W,sce04139
3035,YPR060C,sce01230
3036,YNL261W,sce04113
3037,YHR026W,sce04145
3038,YKL024C,sce01240
3039,YNCD0008W,sce00970
3040,YEL024W,sce00190
3041,YMR164C,sce04011
3042,YNCO0013C,sce00970
3043,YML054C,sce00620
3044,YFL018C,sce01200
3045,YAL054C,sce01200
3046,YNCM0023C,sce00970
3047,YDL235C,sce04011
3048,YBR183W,sce00600
3049,YPR001W,sce01200
3050,YJL100W,sce00562
3051,Q0115,sce00190
3052,YJR125C,sce04144
3053,YNCG0018C,sce00970
3054,YBR234C,sce04144
3055,YCR011C,sce02010
3056,tT_UGU_Q1,sce00970
3057,YDR287W,sce04070
3058,YNCE0026W,sce00970
3059,YMR015C,sce01110
3060,YPL169C,sce03013
3061,YOR159C,sce03040
3062,YML106W,sce01240
3063,YMR207C,sce00061
3064,YDR321W,sce01110
3065,YNCI0006W,sce00970
3066,YDL171C,sce01230
3067,YJL196C,sce01212
3068,YNR035C,sce04144
3069,YLR180W,sce01110
3070,YNCN0002C,sce00970
3071,YOL031C,sce04141
3072,YNL242W,sce04138
3073,YNCP0020W,sce00970
3074,YGR061C,sce01110
3075,YGR019W,sce00640
3076,YPR062W,sce00330
3077,YDR035W,sce01230
3078,YER061C,sce00061
3079,YGR094W,sce00970
3080,YDL106C,sce04111
3081,YMR110C,sce01110
3082,YIL038C,sce03018
3083,YOL058W,sce01110
3084,YNCN0016C,sce00970
3085,YNCG0030C,sce00970
3086,YLR351C,sce00250
3087,YPL147W,sce04146
3088,YER014W,sce01240
3089,YBL098W,sce01240
3090,YNL106C,sce04070
3091,YPR074C,sce01200
3092,YML027W,sce04111
3093,YGL257C,sce00514
3094,YBL078C,sce04138
3095,YGR240C,sce00051
3096,YBL075C,sce03040
3097,YAL040C,sce04113
3098,YOR212W,sce04011
3099,YCL009C,sce01110
3100,YLR028C,sce00230
3101,YHR208W,sce00270
3102,YLR064W,sce03013
3103,YFL018C,sce00640
3104,YDR400W,sce00240
3105,YNCI0009W,sce00970
3106,YDR178W,sce00020
3107,YPL069C,sce00900
3108,YPR036W,sce04145
3109,YNCN0005C,sce03040
3110,YMR323W,sce01230
3111,YPR191W,sce00190
3112,YMR288W,sce03040
3113,YKL060C,sce01110
3114,YGL030W,sce03010
3115,YDR173C,sce04070
3116,YNL098C,sce04113
3117,YJR101W,sce04213
3118,YJR066W,sce04138
3119,YCR005C,sce01110
3120,YER069W,sce00220
3121,YDL229W,sce03040
3122,YBR088C,sce03410
3123,YJR010W,sce00450
3124,YLR153C,sce01200
3125,YGL205W,sce01212
3126,YGR118W,sce03010
3127,YER099C,sce01110
3128,YLL058W,sce00450
3129,YIL160C,sce00280
3130,YNCN0013W,sce03008
3131,YCL009C,sce01230
3132,YNR031C,sce04011
3133,YGL173C,sce03018
3134,YNL009W,sce01210
3135,YNR011C,sce03040
3136,YCR014C,sce03450
3137,YIL148W,sce03010
3138,YNL298W,sce04011
3139,YNCK0005C,sce00970
3140,YOR311C,sce00564
3141,YBL105C,sce04139
3142,YNR001C,sce01200
3143,YLR164W,sce01200
3144,YDR337W,sce03010
3145,YDR009W,sce00520
3146,YGR254W,sce00680
3147,YJL216C,sce00500
3148,YMR208W,sce01110
3149,YER086W,sce01230
3150,YBR208C,sce00220
3151,YDR086C,sce04141
3152,YCR092C,sce03430
3153,YBR006W,sce00650
3154,YOR194C,sce03022
3155,YML120C,sce00190
3156,YPR016C,sce03008
3157,YIR019C,sce04011
3158,YGL179C,sce04138
3159,YKL002W,sce04144
3160,YGL116W,sce04120
3161,YHR203C,sce03010
3162,YFL018C,sce00280
3163,YMR028W,sce04138
3164,YJL101C,sce00270
3165,YDL207W,sce03015
3166,YKR035W-A,sce04144
3167,YDL188C,sce04111
3168,YPL172C,sce01240
3169,YDR158W,sce00270
3170,YPL028W,sce01110
3171,YLR432W,sce00230
3172,YLR274W,sce04111
3173,YGL001C,sce01110
3174,YOL086C,sce00350
3175,YJR019C,sce01110
3176,YGL205W,sce00410
3177,YKL203C,sce04139
3178,YNCO0001C,sce00970
3179,YNCM0033C,sce00970
3180,YEL071W,sce00620
3181,YDR208W,sce04139
3182,YIL013C,sce02010
3183,YNCN0009W,sce00970
3184,YMR202W,sce00100
3185,YNL220W,sce01240
3186,YBR221C,sce00620
3187,YCR035C,sce03018
3188,YOR076C,sce03018
3189,YDL238C,sce01232
3190,YGR218W,sce03008
3191,YGL219C,sce04139
3192,YOR095C,sce01110
3193,YPL061W,sce00310
3194,YDR516C,sce01110
3195,YPR094W,sce03040
3196,YOR081C,sce00592
3197,YMR149W,sce00510
3198,YMR246W,sce04146
3199,YER013W,sce03040
3200,YOR236W,sce00670
3201,YOR330C,sce04139
3202,YDR307W,sce00515
3203,YOL094C,sce03030
3204,YOR340C,sce03020
3205,YCR105W,sce00053
3206,YEL002C,sce00510
3207,YIL044C,sce04144
3208,YDR017C,sce04070
3209,YHR037W,sce00250
3210,YGL058W,sce04120
3211,YDR170C,sce04144
3212,YBR035C,sce00750
3213,YJR057W,sce01232
3214,YIL002C,sce00562
3215,YKL067W,sce01110
3216,YDR099W,sce04011
3217,YBL092W,sce03010
3218,YOL094C,sce03430
3219,YBR299W,sce00500
3220,YNL048W,sce00510
3221,YER147C,sce04111
3222,YBR084W,sce01240
3223,YPR175W,sce03410
3224,YDR019C,sce00630
3225,YML114C,sce03022
3226,YKL181W,sce00030
3227,YJL167W,sce01110
3228,YLR146C,sce00480
3229,YDL165W,sce03018
3230,YNL009W,sce00020
3231,YDR036C,sce00280
3232,YKR025W,sce03020
3233,YDR111C,sce01230
3234,YLR370C,sce04138
3235,YMR205C,sce03018
3236,YMR194W,sce03010
3237,YOL086C,sce00071
3238,YER052C,sce00260
3239,YDL093W,sce00514
3240,YLR167W,sce03010
3241,YOR040W,sce00620
3242,YMR193W,sce03010
3243,YOR108W,sce01210
3244,YLR057W,sce00510
3245,YER026C,sce00564
3246,YIR031C,sce00630
3247,YDR341C,sce00970
3248,YPR190C,sce03020
3249,YDR284C,sce01110
3250,YLR113W,sce04011
3251,YJR010W,sce01110
3252,YGL210W,sce04144
3253,YER073W,sce01110
3254,YLR048W,sce03010
3255,YGL253W,sce01110
3256,YGR072W,sce03015
3257,YDL215C,sce00250
3258,YIL061C,sce03040
3259,YLR245C,sce01232
3260,YJR006W,sce03430
3261,YLR174W,sce01210
3262,YBR196C,sce01250
3263,YDR363W-A,sce03050
3264,YLR103C,sce04113
3265,YNCJ0013C,sce00970
3266,YDR502C,sce00999
3267,YBR088C,sce03430
3268,YHL022C,sce04113
3269,YML010W,sce03250
3270,YOR327C,sce04130
3271,YEL027W,sce04145
3272,YDL202W,sce03010
3273,YBR196C,sce01200
3274,YNL241C,sce00480
3275,YJR130C,sce00450
3276,YBR126C,sce01110
3277,YBR117C,sce01200
3278,YGR186W,sce03022
3279,YDR499W,sce04111
3280,YNCL0016C,sce03010
3281,YDR242W,sce00360
3282,YER055C,sce00340
3283,YPR001W,sce00020
3284,YJL002C,sce00513
3285,YGR180C,sce01232
3286,YGL202W,sce00270
3287,YBL084C,sce04120
3288,YGR199W,sce00515
3289,YJL097W,sce01212
3290,YOL100W,sce04011
3291,YPR072W,sce03018
3292,YLR127C,sce04111
3293,YMR108W,sce01110
3294,YOR136W,sce01230
3295,YDR044W,sce00860
3296,YDR342C,sce04113
3297,YBR080C,sce04138
3298,YGR185C,sce00970
3299,YPL022W,sce03420
3300,YNCM0024W,sce00970
3301,YDR285W,sce04113
3302,YNCM0010W,sce00970
3303,YJR068W,sce03420
3304,YNCK0011C,sce00970
3305,YOR254C,sce04141
3306,YKL010C,sce04120
3307,YMR189W,sce00260
3308,YER073W,sce00340
3309,YER125W,sce04011
3310,YNL071W,sce01200
3311,YBL047C,sce04144
3312,YGL212W,sce04130
3313,YDR232W,sce00860
3314,YCR053W,sce00260
3315,YFR031C-A,sce03010
3316,YGL037C,sce01240
3317,YBR166C,sce00400
3318,YER052C,sce01210
3319,YLR288C,sce04113
3320,YLR258W,sce01110
3321,YHR001W-A,sce00190
3322,YHR143W-A,sce03020
3323,YEL054C,sce03010
3324,YCR005C,sce01200
3325,YNCL0029W,sce03008
3326,YHR137W,sce00360
3327,YGR252W,sce03250
3328,YJL196C,sce00062
3329,YHR084W,sce04011
3330,YOR347C,sce00620
3331,YOR217W,sce03430
3332,YHR215W,sce04111
3333,YHR208W,sce01210
3334,YMR217W,sce00230
3335,YGL240W,sce04111
3336,Q0105,sce00190
3337,YKL148C,sce00190
3338,YKL062W,sce04138
3339,YDL159W,sce04011
3340,YJR148W,sce01240
3341,YGR007W,sce00564
3342,YHR030C,sce04139
3343,YML103C,sce03013
3344,YNL302C,sce03010
3345,tS_UGA_Q2,sce00970
3346,YBR019C,sce00520
3347,YML070W,sce01200
3348,YLR377C,sce01110
3349,YNCD0025W,sce00970
3350,YDR207C,sce04138
3351,YDR232W,sce01240
3352,YDR538W,sce00740
3353,YDR113C,sce04113
3354,YNCA0006C,sce00970
3355,YHL012W,sce00500
3356,YPL172C,sce00860
3357,YDR019C,sce01110
3358,YHR033W,sce00332
3359,YNL312W,sce03430
3360,YNL317W,sce03015
3361,YER087W,sce00970
3362,YGL101W,sce01232
3363,YIL116W,sce01110
3364,YOR393W,sce01200
3365,YNL163C,sce03008
3366,YDL132W,sce04120
3367,YNCI0007C,sce00970
3368,YDR380W,sce00360
3369,YOR303W,sce00250
3370,YBR257W,sce03008
3371,YOL140W,sce01110
3372,YOR249C,sce04113
3373,YDL182W,sce01110
3374,YER103W,sce04144
3375,YPR079W,sce04145
3376,YJR139C,sce01110
3377,YDR146C,sce04111
3378,YGL202W,sce01110
3379,YOR008C,sce04139
3380,YPL028W,sce00071
3381,YCR105W,sce00620
3382,YAL054C,sce01110
3383,YDL102W,sce03430
3384,YOR341W,sce03020
3385,YOL038W,sce03050
3386,YGL040C,sce01240
3387,YIR034C,sce00310
3388,YGR267C,sce01240
3389,YNL316C,sce00400
3390,YDR518W,sce04141
3391,YLR089C,sce01230
3392,YOL018C,sce04130
3393,YJR093C,sce03015
3394,YDR487C,sce01240
3395,YNL219C,sce00513
3396,YPL111W,sce00220
3397,tP_UGG_Q,sce00970
3398,YCR073W-A,sce00030
3399,YKL181W,sce01200
3400,YIL046W,sce04120
3401,YOR321W,sce00515
3402,YKL216W,sce01240
3403,YNCE0015C,sce00970
3404,YHL015W,sce03010
3405,YDR177W,sce04120
3406,YMR037C,sce04138
3407,YML082W,sce00920
3408,YOR332W,sce00190
3409,YJR090C,sce04120
3410,YHR118C,sce04111
3411,YFR025C,sce00340
3412,YHR118C,sce04113
3413,YNL141W,sce01232
3414,YDR103W,sce04011
3415,YNL220W,sce00230
3416,YKL106W,sce00360
3417,YJR113C,sce03010
3418,YNCC0009C,sce00970
3419,YFL045C,sce01250
3420,YGR175C,sce00909
3421,YER068W,sce03018
3422,YDL193W,sce00900
3423,YNR016C,sce01110
3424,YKL094W,sce00561
3425,YML024W,sce03010
3426,YGL065C,sce00513
3427,YMR227C,sce03022
3428,YGR027C,sce03010
3429,YKL001C,sce00920
3430,YGL065C,sce00510
3431,YNCG0011W,sce00970
3432,YLR355C,sce01210
3433,YOR065W,sce00190
3434,YGL027C,sce00510
3435,tH_GUG_Q,sce00970
3436,YNCD0023C,sce00970
3437,YNCH0001W,sce00970
3438,YLR018C,sce03013
3439,YLL018C,sce00970
3440,YPR074C,sce00030
3441,YNR043W,sce00900
3442,YNCH0010C,sce00970
3443,YFL033C,sce04113
3444,YNCD0005C,sce00970
3445,YNL098C,sce04138
3446,YIL098C,sce04139
3447,YKL146W,sce04138
3448,YPL013C,sce03010
3449,YNL253W,sce03013
3450,YER003C,sce01250
3451,YPR110C,sce03020
3452,YLL036C,sce03040
3453,YOR160W,sce03250
3454,YHR020W,sce00970
3455,YFL030W,sce00680
3456,YPL061W,sce01110
3457,YLR359W,sce01240
3458,YML075C,sce00900
3459,YLR100W,sce00100
3460,YMR186W,sce04141
3461,YPR175W,sce03420
3462,YDR260C,sce04113
3463,YNCE0004C,sce00970
3464,YPR189W,sce03018
3465,YDR530C,sce00230
3466,YHR208W,sce01240
3467,YLR438C-A,sce03040
3468,YHR166C,sce04113
3469,YDL045C,sce01110
3470,YPL120W,sce04138
3471,YDL084W,sce03015
3472,YBR213W,sce01240
3473,YPR025C,sce03022
3474,YBR084W,sce00670
3475,YCL038C,sce04138
3476,YOL157C,sce00052
3477,YBR018C,sce00520
3478,YLR345W,sce00051
3479,YDR021W,sce03015
3480,YAL016W,sce04111
3481,YGL003C,sce04120
3482,YDR404C,sce03020
3483,YAL023C,sce00515
3484,YNL009W,sce04146
3485,YML081C-A,sce00190
3486,YHL012W,sce00052
3487,YNCL0034W,sce00970
3488,YER050C,sce03010
3489,YIL147C,sce04139
3490,YDL147W,sce03050
3491,YNL052W,sce00190
3492,YDL066W,sce00020
3493,YER146W,sce03040
3494,YAL060W,sce00650
3495,YNCL0027W,sce03010
3496,YNCG0037W,sce00970
3497,YLR106C,sce03008
3498,YNL277W,sce00270
3499,YML055W,sce03060
3500,YBL084C,sce04113
3501,YKL059C,sce03015
3502,YJL128C,sce04139
3503,YCL040W,sce01200
3504,YNCE0005W,sce00970
3505,YLR157C,sce00250
3506,YOR335C,sce00970
3507,YCR024C,sce00970
3508,YHR163W,sce00030
3509,YJL157C,sce04111
3510,YJL046W,sce00785
3511,YLR058C,sce01110
3512,YPL268W,sce00562
3513,YLR027C,sce00360
3514,YDR428C,sce01240
3515,YGR088W,sce01110
3516,YJL073W,sce04141
3517,YKL197C,sce04146
3518,YBR202W,sce03030
3519,YFR053C,sce01250
3520,YKL104C,sce00520
3521,YBL033C,sce00740
3522,YER012W,sce03050
3523,YJR130C,sce01110
3524,YMR281W,sce00563
3525,YDR047W,sce01110
3526,YLR089C,sce00250
3527,YCR053W,sce01110
3528,YNCJ0022C,sce00970
3529,YDR178W,sce01110
3530,YMR165C,sce01110
3531,YGL202W,sce01210
3532,YMR183C,sce04130
3533,YNL220W,sce01232
3534,YDL097C,sce03050
3535,YAL021C,sce03018
3536,YPL126W,sce03008
3537,YLR377C,sce00030
3538,YAL062W,sce00910
3539,YDR050C,sce01230
3540,YFL025C,sce00563
3541,YIL079C,sce03018
3542,YBR176W,sce00770
3543,YBR263W,sce00260
3544,YOL066C,sce00740
3545,YPL100W,sce04136
3546,YLR260W,sce00600
3547,YML095C,sce03420
3548,YNCJ0019C,sce00970
3549,YGL163C,sce03440
3550,YLL041C,sce01200
3551,YJR035W,sce03420
3552,YAL062W,sce00220
3553,YNCG0004W,sce00970
3554,YOR393W,sce03018
3555,YHR025W,sce00260
3556,YLR027C,sce00270
3557,YNCL0030W,sce03008
3558,YGL026C,sce00400
3559,YNCK0002C,sce00970
3560,YER125W,sce04144
3561,YJR002W,sce03008
3562,YCR067C,sce04141
3563,YDR502C,sce00270
3564,YGR032W,sce00500
3565,YOR014W,sce03015
3566,YAL032C,sce03040
3567,YMR062C,sce01110
3568,YGR020C,sce04145
3569,YBR159W,sce01212
3570,YNCJ0020W,sce00970
3571,YIL009W,sce00061
3572,YJR110W,sce04138
3573,YNL220W,sce00250
3574,YNCO0023W,sce00970
3575,YOR323C,sce00332
3576,YNCL0008W,sce00970
3577,YMR150C,sce03060
3578,YKR067W,sce00561
3579,YKL067W,sce01232
3580,YGR233C,sce04111
3581,YIL034C,sce04144
3582,YBR006W,sce00250
3583,YGR144W,sce01240
3584,YER006W,sce03008
3585,YLR102C,sce04113
3586,YCL061C,sce04111
3587,YML019W,sce04141
3588,YLR304C,sce01230
3589,YDR298C,sce00190
3590,YKL055C,sce00061
3591,YGR144W,sce00730
3592,YJL121C,sce01230
3593,YKL067W,sce00240
3594,YBR048W,sce03010
3595,YAL002W,sce04138
3596,YGR264C,sce00970
3597,YJL109C,sce03008
3598,YPR145W,sce00250
3599,YDR292C,sce03060
3600,YDL215C,sce00220
3601,YLR209C,sce00760
3602,YER052C,sce00300
3603,YDR516C,sce01250
3604,YDL056W,sce04111
3605,YPL028W,sce01200
3606,YGR155W,sce01230
3607,YER073W,sce00053
3608,YDL182W,sce00300
3609,YLR359W,sce00250
3610,YLR446W,sce00520
3611,YBL033C,sce00790
3612,YNL290W,sce03420
3613,YGL062W,sce00620
3614,YBR170C,sce04141
3615,YDL090C,sce00900
3616,YJL036W,sce04144
3617,YFL061W,sce00791
3618,YNCL0047W,sce00970
3619,YNCB0018W,sce00970
3620,Q0110,sce00190
3621,YJL132W,sce00563
3622,YNCP0018C,sce00970
3623,YHR208W,sce01110
3624,YKR097W,sce01200
3625,YPR088C,sce03060
3626,YDR127W,sce00400
3627,YNCI0010C,sce00970
3628,YAL015C,sce03410
3629,YDR025W,sce03010
3630,YDL164C,sce03430
3631,YJR058C,sce04144
3632,YDR261C,sce00500
3633,YMR188C,sce03010
3634,YLR164W,sce00020
3635,YPR002W,sce00640
3636,YGL147C,sce03010
3637,YDL188C,sce04138
3638,YPL243W,sce03060
3639,YLR303W,sce00270
3640,YHR025W,sce01110
3641,YLR409C,sce03008
3642,YDR062W,sce04138
3643,YGR208W,sce00680
3644,YOR184W,sce01200
3645,YJR103W,sce01240
3646,YDL191W,sce03010
3647,YDL108W,sce03420
3648,YEL037C,sce03420
3649,YPR056W,sce03022
3650,YNCJ0016C,sce00970
3651,YOL055C,sce00730
3652,YIL014W,sce00514
3653,YER020W,sce04113
3654,YOR094W,sce04144
3655,YMR264W,sce04141
3656,YPL262W,sce00020
3657,YDL021W,sce01200
3658,YHR170W,sce03008
3659,YJL052W,sce01230
3660,YDR019C,sce00670
3661,YAL062W,sce00250
3662,YDR237W,sce03010
3663,YGR088W,sce04011
3664,YCR005C,sce00630
3665,YMR303C,sce00620
3666,YAL044C,sce01110
3667,YGR248W,sce00030
3668,YDR007W,sce00400
3669,YOL126C,sce00630
3670,YAR015W,sce01110
3671,YDL078C,sce00620
3672,YNCA0004W,sce00970
3673,YPL149W,sce04213
3674,YJR110W,sce04070
3675,YKL186C,sce03013
3676,Q0250,sce00190
3677,YNCH0003C,sce00970
3678,YNL077W,sce04141
3679,YGR005C,sce03022
3680,YER052C,sce01230
3681,YJR139C,sce01230
3682,YJR045C,sce03018
3683,YNCJ0024W,sce00970
3684,YJR010W,sce00920
3685,YLR060W,sce00970
3686,YDR062W,sce00600
3687,YOL004W,sce04139
3688,YJR016C,sce00770
3689,YJL153C,sce00562
3690,YKL181W,sce01230
3691,YGR075C,sce03040
3692,YOL066C,sce01240
3693,YDR234W,sce01210
3694,YMR278W,sce00030
3695,YNCB0015W,sce00970
3696,YER003C,sce00520
3697,YMR197C,sce04130
3698,YBR136W,sce04113
3699,YLR057W,sce04141
3700,YGL068W,sce03010
3701,YPL214C,sce00730
3702,YLR359W,sce00230
3703,YOR083W,sce04111
3704,YEL036C,sce00513
3705,YDL150W,sce03020
3706,YHR005C,sce04011
3707,YDR301W,sce03015
3708,YPL217C,sce03008
3709,YER023W,sce01110
3710,YMR250W,sce00650
3711,YLR180W,sce01240
3712,YGR032W,sce04011
3713,YNL178W,sce03010
3714,YDR378C,sce03018
3715,YBR198C,sce03022
3716,YJR050W,sce03040
3717,YMR105C,sce01110
3718,YEL058W,sce00520
3719,YHR183W,sce00030
3720,YNCL0029W,sce03010
3721,YHR184W,sce04113
3722,YLL041C,sce00190
3723,YDL244W,sce01240
3724,YHR137W,sce00400
3725,YPL203W,sce04113
3726,YJR159W,sce00051
3727,YDR434W,sce00563
3728,YDR076W,sce03440
3729,YNL267W,sce04070
3730,YPL117C,sce00900
3731,YLR354C,sce01110
3732,YGR098C,sce04111
3733,YDL055C,sce00051
3734,YOR155C,sce00230
3735,YOR151C,sce03020
3736,YPL040C,sce00970
3737,YOR039W,sce03008
3738,YER141W,sce00860
3739,YKR031C,sce01110
3740,YNL130C,sce00440
3741,YFL053W,sce00680
3742,YLR026C,sce04130
3743,YIR034C,sce00300
3744,YLR142W,sce01110
3745,YGR208W,sce01200
3746,YNL118C,sce03018
3747,YJR069C,sce01232
3748,YDR182W,sce00563
3749,YKL141W,sce01200
3750,YOL142W,sce03018
3751,YIL116W,sce01230
3752,YDR207C,sce04113
3753,YPL094C,sce04141
3754,YDR217C,sce04111
3755,YDR272W,sce00620
3756,YGL095C,sce04144
3757,YMR108W,sce00290
3758,YDR158W,sce00300
3759,YIR025W,sce04113
3760,YGR282C,sce00500
3761,YLR157C,sce01110
3762,YGL196W,sce00470
3763,YOR393W,sce01230
3764,YDR343C,sce04113
3765,YPL132W,sce00190
3766,YDR428C,sce00380
3767,YLR382C,sce00970
3768,YJL060W,sce00380
3769,YML059C,sce00564
3770,YFL008W,sce04111
3771,YLR356W,sce04139
3772,tK_UUU_Q,sce00970
3773,YML110C,sce01240
3774,YBL045C,sce00190
3775,YGL253W,sce00051
3776,YBR097W,sce04136
3777,YNL202W,sce04146
3778,YLR432W,sce01232
3779,YGR205W,sce01110
3780,YDR503C,sce00561
3781,YJR065C,sce04138
3782,YGR205W,sce00561
3783,YLR078C,sce04130
3784,YPR035W,sce00220
3785,YOR368W,sce04111
3786,YLR102C,sce04120
3787,YML009C,sce03010
3788,YGL148W,sce00400
3789,YDR432W,sce03022
3790,YDR032C,sce01110
3791,YBR070C,sce00510
3792,YOR081C,sce00564
3793,YGR003W,sce04120
3794,YLL041C,sce01110
3795,YOR209C,sce01240
3796,YOR362C,sce03050
3797,YGL116W,sce04113
3798,YLR377C,sce01200
3799,YPL198W,sce03010
3800,YNCK0006C,sce00970
3801,YOR142W,sce00020
3802,YLR153C,sce00640
3803,YMR113W,sce00790
3804,YOR195W,sce04113
3805,YMR153W,sce03013
3806,YBR098W,sce03440
3807,YLR298C,sce03040
3808,YGR010W,sce01240
3809,YNL261W,sce04111
3810,YGR277C,sce00770
3811,YIL066C,sce00480
3812,YNL037C,sce01200
3813,YDR232W,sce01110
3814,YNL119W,sce04122
3815,YLR027C,sce00400
3816,YHL012W,sce00040
3817,YKL114C,sce03410
3818,YDR538W,sce01240
3819,YGL124C,sce04138
3820,YMR323W,sce01200
3821,YDL042C,sce00760
3822,YNR016C,sce00620
3823,YDL246C,sce00040
3824,YFL037W,sce04145
3825,YKL180W,sce03010
3826,YOR128C,sce00230
3827,YGL026C,sce01230
3828,YKL024C,sce00240
3829,YOL115W,sce03018
3830,YAL041W,sce04011
3831,YBR145W,sce00350
3832,YJL005W,sce00230
3833,YNCD0004W,sce00970
3834,YIR031C,sce01110
3835,YNL241C,sce01200
3836,YLL024C,sce03040
3837,YFL053W,sce00051
3838,YNL207W,sce03008
3839,YCL040W,sce00500
3840,YDR369C,sce03440
3841,YBL058W,sce04141
3842,YPR043W,sce03010
3843,YFL045C,sce00051
3844,YMR284W,sce03450
3845,YGL047W,sce00510
3846,YNL223W,sce04136
3847,YHR109W,sce00310
3848,YKR002W,sce03015
3849,YJR130C,sce00920
3850,YOL121C,sce03010
3851,YDR256C,sce00630
3852,YPL227C,sce00510
3853,YGL099W,sce03008
3854,YHR069C,sce03018
3855,YDR226W,sce00730
3856,YBR217W,sce04136
3857,YGL101W,sce00230
3858,YMR208W,sce04146
3859,YER131W,sce03010
3860,YOR190W,sce00500
3861,YHR063C,sce00770
3862,YHL012W,sce01110
3863,YFR030W,sce00920
3864,YPL096C-A,sce00563
3865,YPR075C,sce04011
3866,YDR074W,sce00500
3867,YCL009C,sce00660
3868,YDR449C,sce03008
3869,YLR102C,sce04111
3870,YGL011C,sce03050
3871,YJL164C,sce04113
3872,YNL101W,sce04138
3873,YLR155C,sce00250
3874,YNCB0019C,sce03040
3875,YDR256C,sce04011
3876,YNR059W,sce00513
3877,YBL023C,sce03030
3878,YGL112C,sce03022
3879,YOR369C,sce03010
3880,YBR092C,sce00740
3881,YMR169C,sce01110
3882,YNCL0021C,sce03008
3883,YGL202W,sce01230
3884,YDR207C,sce04139
3885,YBR126C,sce00500
3886,YAL054C,sce00620
3887,YIL074C,sce01200
3888,YPL091W,sce00480
3889,YER141W,sce01240
3890,YNCM0021C,sce00970
3891,YJR148W,sce01230
3892,YML082W,sce00450
3893,YOL058W,sce01230
3894,YPR185W,sce04136
3895,YOR217W,sce03030
3896,YOR323C,sce01110
3897,YNL104C,sce00290
3898,YKL106W,sce00270
3899,YLL062C,sce00270
3900,YBR115C,sce01230
3901,YGR216C,sce00563
3902,YBR115C,sce00300
3903,YMR189W,sce01110
3904,YLR134W,sce01110
3905,YGR208W,sce01110
3906,YMR278W,sce00500
3907,Q0085,sce00190
3908,YDL116W,sce03013
3909,YOL133W,sce04111
3910,YPR165W,sce04011
3911,YML075C,sce01110
3912,YNCM0009C,sce00970
3913,YAL016W,sce04113
3914,YHL012W,sce01240
3915,YDR321W,sce00460
3916,YBR182C,sce04011
3917,YHR051W,sce00190
3918,YCR084C,sce04011
3919,tM_CAU_Q2,sce00970
3920,YGL211W,sce04122
3921,YJR031C,sce04144
3922,YPL179W,sce03015
3923,YMR083W,sce00071
3924,YMR120C,sce00230
3925,YNCM0028C,sce00970
3926,YCR042C,sce03022
3927,YOR374W,sce00770
3928,YNL262W,sce03420
3929,YBR039W,sce00190
3930,YLR231C,sce00380
3931,YLR304C,sce01110
3932,YMR167W,sce03430
3933,YPL232W,sce04130
3934,YOR347C,sce01110
3935,YOR303W,sce01240
3936,YGL120C,sce03040
3937,YIL160C,sce01040
3938,YMR101C,sce00900
3939,YLR377C,sce00051
3940,YNL280C,sce00100
3941,YER171W,sce03420
3942,YGL012W,sce00100
3943,YGL248W,sce00230
3944,YPL079W,sce03010
3945,YOL061W,sce01230
3946,YNCM0037W,sce00970
3947,YNL172W,sce04111
3948,YCR012W,sce01110
3949,YNCN0007W,sce00970
3950,YOR231W,sce04139
3951,YGR253C,sce03050
3952,YIL062C,sce04144
3953,YKL132C,sce00790
3954,YNCL0025C,sce03008
3955,YMR202W,sce01110
3956,YML126C,sce01110
3957,YDL130W,sce03010
3958,YNCL0035C,sce00970
3959,YOL097C,sce00970
3960,YLR089C,sce00220
3961,YDR191W,sce00760
3962,YJR110W,sce00562
3963,YPR026W,sce01110
3964,YGL253W,sce00520
3965,YLR372W,sce01110
3966,YLR239C,sce00785
3967,YPR145W,sce01230
3968,YCL050C,sce00230
3969,YNCI0004W,sce00970
3970,YER099C,sce00030
3971,YER081W,sce01200
3972,YNCG0042C,sce00970
3973,YBR093C,sce00740
3974,YHL011C,sce00030
3975,YER026C,sce00260
3976,YKL045W,sce03030
3977,YGR175C,sce00100
3978,YDR369C,sce03450
3979,YOR014W,sce04113
3980,YIL046W,sce04111
3981,YOR108W,sce01230
3982,YHR033W,sce00330
3983,YNR073C,sce00051
3984,YKL085W,sce00270
3985,YEL069C,sce04113
3986,YJL045W,sce00190
3987,YEL070W,sce00051
3988,YKL080W,sce00190
3989,YNCO0031W,sce00970
3990,YLR191W,sce04146
3991,YPL271W,sce00190
3992,YKL127W,sce00230
3993,YGL153W,sce04146
3994,YPL049C,sce04011
3995,YNL168C,sce00350
3996,YFR044C,sce00480
3997,YBR176W,sce01240
3998,YDL095W,sce00514
3999,YOR175C,sce01110
4000,YDR405W,sce03010
4001,YDL238C,sce00230
4002,YGR240C,sce01230
4003,YGL181W,sce04144
4004,YFR025C,sce01230
4005,YNCO0025W,sce03008
4006,YBR031W,sce03010
4007,YDL133C-A,sce03010
4008,YNCL0007W,sce00970
